meter_number,poc_number,branch,vending_category,location,first_transaction_month,last_transaction_month,is_violation,lifetime_total_units,lifetime_total_transactions,lifetime
4214087993,498147,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-09-30,2022-03-31,0,659.7926609488833,417.0,114.9735928869176
4214091987,498146,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-10-31,2022-02-28,0,234.50548899110186,136.0,112.93659007371815
4214102552,498096,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-10-31,2022-03-31,0,1364.8559060759262,415.0,113.95509148031788
4214103451,498113,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-11-30,2022-03-31,0,242.33388967177996,68.0,112.96944495780201
4214110605,498093,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-09-30,2022-01-31,0,280.3905034966936,110.0,113.03515472596973
4214112684,400909,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-10-31,2020-12-31,0,129.9,46.0,99.00611922216062
4214116354,498104,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-09-30,2022-03-31,0,314.54676382171516,94.0,114.9735928869176
4214117410,498141,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-10-31,2021-12-31,0,92.59870924235659,26.0,110.99815191277028
4214120380,498139,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-09-30,2022-03-31,0,346.1411457807901,112.0,114.9735928869176
4214130777,498144,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-01-31,2022-03-31,0,370.34810227405694,199.0,110.93244214460256
4214131148,498099,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-10-31,2022-01-31,0,324.39568200089474,90.0,112.01665331937001
4214136691,497988,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-09-30,2021-09-30,0,152.40000000000003,35.0,108.9940039836547
4214137640,498098,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-11-30,2022-01-31,0,182.5987030529057,40.0,111.03100679685414
4214137871,498108,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-01-31,2021-11-30,0,142.00000000000006,64.0,106.95700117045524
4214152342,498138,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-03-31,2022-03-31,0,2283.6451037736683,581.0,108.9940039836547
4220014346,498151,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-09-30,2022-03-31,0,1782.9848792663165,294.0,114.9735928869176
4220015467,498127,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-09-30,2021-12-31,0,16.27870859184357,1.0,112.01665331937001
4222981724,497798,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-09-30,2021-12-31,0,1022.3139611477059,156.0,88.03258793815068
4222982482,497809,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-04-30,2022-02-28,0,1514.5376913815044,277.0,106.9898560545391
4222995302,497799,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-06-30,2019-09-30,0,237.20000000000005,64.0,76.00770036345716
4222995948,497807,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-03-31,2022-03-31,0,710.9376790026039,115.0,108.9940039836547
4223080864,498160,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-05-31,2022-02-28,0,1279.4338036349473,256.0,105.97135464793938
4223081284,497984,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-02-28,2022-03-31,0,4627.06145264231,897.0,110.01250539025442
4223303027,498088,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-02-28,2022-03-31,0,1766.0963797165027,372.0,110.01250539025442
4223303100,498082,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-05-31,2022-03-31,0,445.88437875088334,107.0,106.9898560545391
4223362593,497789,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-04-30,2022-02-28,0,823.7337881613199,162.0,106.9898560545391
4223364052,497813,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-04-30,2021-12-31,0,216.89870924235674,68.0,105.05141789359125
4223644339,497810,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-03-31,2022-02-28,0,1320.5792488464908,120.0,107.97550257705497
4223644446,497811,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-03-31,2022-03-31,0,2858.452043869023,327.0,108.9940039836547
4223644875,497843,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-05-31,2021-08-31,0,186.90000000000006,78.0,100.02462062876035
4223644891,497797,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-08-31,2022-02-28,0,33.34760110458518,2.0,102.94870531222406
4223957566,497802,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-04-30,2021-08-31,0,189.29999999999998,53.0,101.04312203536007
4223958390,497806,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-01-31,2022-01-31,0,752.4493515264526,163.0,97.00197129304503
4223960172,497795,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-03-31,2013-06-30,0,48.0,6.0,3.9897944516314503
4223961329,497808,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-04-30,2022-02-28,0,582.1123547658302,83.0,106.9898560545391
4224057713,497792,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-04-30,2022-03-31,0,208.24675763226418,42.0,108.00835746113883
4224057986,497793,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-03-31,2022-03-31,0,933.330288920913,185.0,108.9940039836547
4224058091,497791,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-03-31,2022-03-31,0,2019.197846852419,514.0,108.9940039836547
4224088304,497812,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-04-30,2022-02-28,0,446.7930881067062,115.0,106.9898560545391
4224135220,498157,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-02-28,2022-01-31,0,531.8716492895537,39.0,108.07406722930655
4224135899,498019,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-02-28,2022-03-31,0,517.0450335273474,117.0,110.01250539025442
4224165094,498509,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-01-31,2022-02-28,0,214.84416373807545,49.0,97.92190804739317
4224166035,497800,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-04-30,2021-11-30,0,114.49956974745226,48.0,92.04088379638186
4224193484,498056,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-01-31,2022-02-28,0,1209.2325975207816,431.0,109.91394073800284
4224193724,498000,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-03-31,2022-02-28,0,675.7345586073637,156.0,107.97550257705497
4224234155,498165,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-02-28,2021-02-28,0,19.1,11.0,85.00993860243537
4224236382,497788,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-04-30,2022-01-31,0,226.09740610581136,59.0,106.06991930019097
4224236507,497790,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2013-03-31,2022-03-31,0,783.1612791344595,189.0,108.9940039836547
4228950905,498585,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-12-31,2022-01-31,0,187.64849411608276,77.0,86.0284400090351
4229344041,498551,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-10-31,2022-01-31,0,241.69351526452823,28.0,88.03258793815068
4229354453,498586,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-12-31,2022-01-31,0,180.39610915871702,85.0,86.0284400090351
4229357613,498554,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-11-30,2022-01-31,0,180.74675763226418,68.0,87.04694141563482
4229362829,498536,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-09-30,2021-10-31,0,142.20000000000005,111.0,86.0284400090351
4229365061,498587,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-12-31,2022-02-28,0,317.82014263784714,99.0,86.94837676338324
4229372646,498519,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-08-31,2022-03-31,0,217.54460018007418,103.0,91.97517402821413
4229382645,498540,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-09-30,2022-03-31,0,1476.6773548174046,139.0,90.98952750569826
4229389095,498541,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-09-30,2022-03-31,0,1366.555433543182,222.0,90.98952750569826
4229479912,498533,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-09-30,2022-03-31,0,567.7181956698428,158.0,90.98952750569826
4229493103,498111,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-07-31,2022-03-31,0,1643.9859053488365,258.0,92.99367543481385
4232058448,498465,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-06-30,2022-01-31,0,449.52143339549053,4.0,92.07373868046572
4232059834,498394,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-01-31,2022-03-31,0,680.7407124335168,332.0,98.9404094539929
4232087819,511160,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-06-30,2022-01-31,0,512.3238261568996,86.0,92.07373868046572
4232088130,498535,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-11-30,2021-04-30,0,196.10000000000005,80.0,77.97899340848888
4232122194,498431,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-06-30,2022-02-28,0,818.2491945348792,390.0,92.99367543481385
4232122426,498438,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-04-30,2022-03-31,0,941.4579848277006,113.0,96.01632477052917
4232122863,498455,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-06-30,2022-03-31,0,237.74546687462092,64.0,94.01217684141358
4232124414,498420,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-03-31,2022-03-31,0,986.5090485433308,105.0,97.00197129304503
4232149601,498432,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-04-30,2021-12-31,0,261.89870924235663,77.0,93.05938520298159
4232150328,498422,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-04-30,2022-02-28,0,131.64675763226413,17.0,94.99782336392944
4232153637,498415,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-02-28,2022-03-31,0,277.78444591904423,101.0,98.02047269964476
4232158461,498433,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-04-30,2022-03-31,0,398.1089065559968,75.0,96.01632477052917
4232171845,498404,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2015-07-31,2022-03-31,0,1101.275097269308,434.0,81.00164274420419
4232173122,497828,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-02-28,2022-03-31,0,1018.5853157083161,193.0,98.02047269964476
4232181976,498126,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-01-31,2022-03-31,0,1248.5617935008845,206.0,98.9404094539929
4232190043,498456,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-06-30,2022-01-31,0,136.6458971271685,48.0,92.07373868046572
4232204232,498095,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-01-31,2022-02-28,0,565.6943912432511,128.0,97.92190804739317
4232204422,498391,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-01-31,2022-03-31,0,2189.7889299658736,639.0,98.9404094539929
4232224339,498454,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-05-31,2022-03-31,0,997.1690223160119,105.0,94.99782336392944
4232224453,497841,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2014-02-28,2022-03-31,0,672.3175487436579,156.0,98.02047269964476
7060529653,498015,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-06-30,2020-03-31,0,8090.099999999998,65.0,118.02909710671678
7060616005,498079,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-05-31,2022-03-31,0,1892.7688458917169,272.0,142.99880901045196
7060639346,498043,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2011-09-30,2014-12-31,0,2438.7999999999997,79.0,40.03160229162817
7060763559,498054,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-06-30,2010-09-30,0,30.3,3.0,4.022649335715313
7060823155,497995,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-06-30,2022-03-31,0,556.1922245068846,146.0,142.01316248793609
7061256348,498035,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-05-31,2022-03-31,0,3542.534858838843,1115.0,142.99880901045196
7065469129,498033,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-05-31,2022-02-28,0,17804.945103773658,290.0,141.98030760385222
7067105564,498040,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-07-31,2022-01-31,0,994.0961091587167,283.0,139.0562229203885
7067184098,498067,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-05-31,2021-07-31,0,2790.3999999999987,488.0,135.01507217807347
7067206800,400188,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-05-31,2022-03-31,0,1091.4567626296362,397.0,142.99880901045196
7067207808,498010,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-06-30,2022-03-31,0,1980.0991441713084,192.0,142.01316248793609
7067265582,400196,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-08-31,2022-03-31,0,690.5355246451387,138.0,139.97615967473664
7067398797,498044,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-05-31,2021-05-31,0,703.7999999999997,115.0,133.01092424895788
7067403829,498011,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-05-31,2022-03-31,0,970.2762432681066,267.0,142.99880901045196
7067417795,498125,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-08-31,2022-03-31,0,15341.271708257977,1973.0,139.97615967473664
7067439666,498041,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-05-31,2022-03-31,0,2477.8972460195137,430.0,142.99880901045196
7067440854,400177,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-05-31,2022-03-31,0,2037.2702840997192,917.0,142.99880901045196
7067449731,497987,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-07-31,2022-02-28,0,1140.9221271301462,254.0,139.97615967473664
7068810303,498168,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-05-31,2022-02-28,0,1877.8337881613209,183.0,141.98030760385222
7072226645,498072,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2012-08-31,2022-02-28,0,492.93380363494794,98.0,114.94073800283374
7073857422,498212,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2011-04-30,2022-03-31,0,15333.230836693692,820.0,132.02527772644203
7073899630,498071,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2011-03-31,2022-03-31,0,41613.57732824335,1369.0,133.01092424895788
7074273850,498156,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-11-30,2021-12-31,0,281.89870924235663,55.0,134.02942565555762
7074389516,497982,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2011-02-28,2022-03-31,0,4228.307866365496,683.0,134.02942565555762
7074429882,497974,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2011-04-30,2022-03-31,0,4618.031277091155,605.0,132.02527772644203
7074449476,498085,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2011-03-31,2022-01-31,0,863.4332762780872,253.0,131.07248608801
7074476990,498070,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-11-30,2022-03-31,0,893.9731331189666,343.0,136.9863652231052
7074494688,497963,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2011-01-31,2011-01-31,0,5.3,1.0,1.0
7074507414,498105,RULINDO,Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-10-31,2021-07-31,0,679.3,176.0,129.98827491324258
7074535738,497969,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-10-31,2020-08-31,0,2038.900000000001,713.0,119.01474362923263
7075476486,497976,RULINDO,Non Residential,AMAJYARUGURU_RULINDO_BUYOGA,2010-12-31,2022-03-31,0,2647.594221738493,1062.0,135.96786381650548
